"id_prueba","fecha","tipo","firmware","alimentacion","conexion_sd","archivo","perfil","inicio_local","duracion_registrada_s","muestras","bytes","resultado","observacion"
"SS-PR-20260604-FAMILY-047","2026-06-04","Creacion app Familia demo","FAMILY-V0.1.0","Telefono Android familia","Demo visual","","","0.00","0","0","COMPILADA","Se crea SaveSwimmerFamily como app gratuita para familiares: estado simple, ubicacion autorizada demo, ultima senal, agua, coach alertado, contactos de emergencia y simulacion de estados normal/observar/SOS/salida del agua sin datos tecnicos",
"SS-PR-20260604-COACH-048","2026-06-04","Correccion Coach Live real vs demo","COACH-LIVE-V0.1.14","Telefono Android B","Backend/ngrok","","","0.00","0","0","COMPILADA","Se mantiene lectura real por gateway/ngrok y se eliminan textos confusos de demo/cupos ficticios; la lista muestra solo el atleta real conectado y deja multiatleta como pendiente sin simular datos",
"SS-PR-20260604-DOC-049","2026-06-04","Terminos y condiciones iniciales","TERMINOS-CONDICIONES-V001","Documentacion legal-operativa","DOCX","","","0.00","0","0","DOCUMENTADO","Se crea borrador inicial de terminos y condiciones para Save Swimmer: alcance, limites, membresia, pagos, apps Atleta/Familia/Coach, contactos emergencia, alertas, datos, ubicacion, panel interno, privacidad, exportacion, bajas y etapa de prototipo",
"SS-PR-20260604-HW-050","2026-06-04","Boceto PCB Lite conceptual","PCB-LITE-CONCEPT-V001","Hardware/PCB","SVG/CSV/TXT","","","0.00","0","0","DOCUMENTADO","Se crea boceto conceptual de PCB Save Swimmer Lite con medida aprox 78x38 mm, carcasa objetivo 85x45x18 mm, zonas RF, ESP32-S3, IMU centrada, GSM/LTE, GNSS, memoria, carga, regulacion, bateria, sensor agua, LEDs 360, pads debug y notas de fabricacion",
"SS-PR-20260604-HW-051","2026-06-04","Boceto visual layout PCB estilo fabricacion","PCB-LITE-LAYOUT-MOCK-V001","Hardware/PCB","SVG","","","0.00","0","0","DOCUMENTADO","Se crea mock visual de PCB Lite similar a layout de fabricacion, con pistas top/bottom rojo/azul, pads, vias, taladros, serigrafia amarilla, huellas conceptuales U1 ESP32-S3, U2 GSM/LTE, U3 GNSS, U4 IMU, memoria, power, carga, LEDs, sensor agua y zona RF; no es Gerber ni diseno electrico validado",
"SS-PR-20260605-PLAN-052","2026-06-05","Calendario de oportunidades de prueba 2026","CALENDARIO-OPORTUNIDADES-PRUEBA-2026-V001","Planificacion producto","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se incorporan fechas del calendario de Aguas Abiertas 2026 como oportunidades progresivas de observacion y validacion; se prioriza el nado nocturno del 18 de julio para LED visible 360 grados, autonomia y alertas, sin presentar el prototipo como sistema certificado",
"SS-PR-20260605-PROD-053","2026-06-05","Matriz de tipos de competencia y variantes","MATRIZ-TIPOS-COMPETENCIA-Y-VARIANTES-V001","Arquitectura producto","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se clasifican competencias puntuables costeras, nocturnas, masivas, travesias, entrenamientos grupales, nados solitarios y triatlon para decidir que cubre la plataforma comun Lite, que corresponde a infraestructura Events y cuando se justifica una variante fisica Pro",
"SS-PR-20260605-RF-054","2026-06-05","Arquitectura RF temporal para Events","ARQUITECTURA-RF-EVENTS-V001","Arquitectura producto","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se documenta propuesta para incluir RF normalmente apagado en Lite/Pro y activarlo temporalmente al inscribir el dispositivo propio en Events; se contemplan flota alquilada, gateways, paquetes compactos, prioridad SOS, capacidad, PCB comun, modelo comercial y regulacion",
"SS-PR-20260605-RF-055","2026-06-05","Estrategia capacidad Events dormida","ARQUITECTURA-RF-EVENTS-V001","Producto/Events","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se incorpora estrategia de incluir RF Events dormido dentro del margen y anunciarlo cuando el ecosistema este validado; se exige calcular costo total, homologar el radio y preparar activacion/actualizacion segura para unidades ya vendidas",
"SS-PR-20260605-EVT-056","2026-06-05","Flujo digital registro y check-in Events","FLUJO-REGISTRO-Y-CHECKIN-EVENTS-V001","Producto/Events","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se diseña flujo para reducir filas: preinscripcion, aceptacion documental, QR temporal, verificacion presencial, escaneo de dispositivo propio/alquilado, activacion RF, control de salida, cierre seguro y tratamiento postevento; cronometraje oficial permanece separado inicialmente",
"SS-PR-20260605-MKT-057","2026-06-05","Matriz competitiva Finisher Data","MATRIZ-COMPETITIVA-FINISHER-DATA-V001","Estrategia/Events","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se identifica Finisher Data como rival estrategico por acceso a organizadores, cronometraje, chips, inscripciones y resultados; Save Swimmer se diferencia por seguridad acuática continua entre salida y llegada y mantiene abierta una estrategia de interoperabilidad o alianza",
"SS-PR-20260605-STR-058","2026-06-05","Registro de escenarios estrategicos","REGISTRO-ESCENARIOS-ESTRATEGICOS-V001","Estrategia empresa","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se consolidan posibles escenarios futuros de Events, RF dormido, flota alquilada, alianzas, competencia, integracion, cronometraje, datos y autoridades; cada escenario queda sujeto a señales de activacion y criterios de preparación, sin considerarse una decisión cerrada",
"SS-PR-20260605-MKT-059","2026-06-05","Abanico mercado nacional y global","ABANICO-MERCADO-NACIONAL-GLOBAL-V001","Estrategia mercado","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se investigan y clasifican oportunidades nacionales y globales para nadadores, coaches, familias, academias, eventos, triatlon, aquathlon, swimrun, travesias, turismo, playas supervisadas, investigacion, OEM, seguros e institucional; cada oportunidad queda vinculada a version y condicion de entrada",
"SS-PR-20260605-PROD-060","2026-06-05","Portafolio de versiones Save Swimmer","PORTAFOLIO-VERSIONES-Y-PLATAFORMA-V001","Arquitectura producto","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se define portafolio preliminar Lite, Pro, Events Node, Events Multisport, Gateway Kit, Events Command, Coach, Family, Research Logger e Institutional, separando hardware, comunicacion, alerta primaria, funciones y modelo comercial",
"SS-PR-20260605-EVT-061","2026-06-05","Estrategia Events Multisport","ESTRATEGIA-EVENTS-MULTISPORT-V001","Producto/Events","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se establece que Events puede cubrir segmentos acuaticos de triatlon, aquathlon, swimrun y otras pruebas; elimina SOS gubernamental automatico y dirige alertas al centro de seguridad del evento, manteniendo cronometraje separado y exigiendo aprobacion reglamentaria",
"SS-PR-20260605-STR-062","2026-06-05","Roadmap mercado y expansion","ROADMAP-MERCADO-Y-EXPANSION-V001","Estrategia empresa","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se ordena expansion en siete fases desde prototipo y pilotos controlados hasta Lite local, Events reducido, Events Multisport, Pro Global y plataforma/licencias; cada fase define validaciones y actividades que no deben adelantarse",
"SS-PR-20260605-MKT-063","2026-06-05","Fuentes investigacion mercado y regulacion","FUENTES-INVESTIGACION-MERCADO-V001","Estrategia mercado","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se registran fuentes oficiales y de mercado utilizadas para sustentar oportunidades en aguas abiertas, Events Multisport, triatlon, wearables, cronometraje, mercado peruano y requisitos regulatorios nacionales/globales",
"SS-PR-20260605-FIELD-064","2026-06-05","Guia visita evento aguas abiertas","GUIA-VISITA-EVENTO-AGUAS-ABIERTAS-V001","Investigacion de campo","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se prepara guia operativa para visita de observacion del 6 de junio de 2026: equipo, presentacion, permisos, preguntas a atletas/coaches/organizadores, evidencias, demostracion segura, protección de información y cierre de aprendizaje",
"SS-PR-20260605-MKT-065","2026-06-05","Encuesta breve evento aguas abiertas","ENCUESTA-BREVE-EVENTO-AGUAS-ABIERTAS-V001","Investigacion mercado","DOCX","","","0.00","0","0","DOCUMENTADO","Se crea encuesta impresa de una hoja y menos de dos minutos para atletas, coaches, organizadores y familiares; consulta preocupaciones, informacion util, adopcion del dispositivo, barreras y contacto opcional autorizado",
"SS-PR-20260605-MKT-066","2026-06-05","Correccion codificacion encuesta breve","ENCUESTA-BREVE-EVENTO-AGUAS-ABIERTAS-V002","Investigacion mercado","DOCX","","","0.00","0","0","DOCUMENTADO","Se reemplazan casillas Unicode corruptas por casillas ASCII estables para asegurar visualizacion e impresion correcta en Word y diferentes computadoras",
"SS-PR-20260605-MKT-067","2026-06-05","Correccion contexto encuesta breve","ENCUESTA-BREVE-EVENTO-AGUAS-ABIERTAS-V003","Investigacion mercado","DOCX","","","0.00","0","0","DOCUMENTADO","Se agrega una descripcion breve y no comercial de Save Swimmer y se reemplaza la pregunta que asumía conocimiento previo por una consulta neutral sobre problemas de seguridad en aguas abiertas",
"SS-PR-20260605-LEGAL-068","2026-06-05","Actualizacion confidencialidad y autorizacion piloto","FRM-CONFIDENCIALIDAD-AUTORIZACION-PRUEBA-V002","Documentacion legal-operativa","DOCX","","","0.00","0","0","DOCUMENTADO","Se actualiza responsable a Victor Loza, fecha, version, estado de prueba piloto y alcance tecnico actual: telemetria, registro local, BLE y gateway GPS/datos opcional; se conserva V001 como antecedente",
"SS-PR-20260605-INST-069","2026-06-05","Roadmap acercamiento PNP","ROADMAP-ACERCAMIENTO-PNP-V001","Estrategia institucional","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se define acercamiento progresivo a la Unidad de Salvataje: escucha operativa ahora, presentación técnica tras prototipo acuático seguro, piloto controlado, posible integración de alertas solo mediante acuerdo formal y eventual adopción institucional después de certificaciones",
"SS-PR-20260606-MKT-070","2026-06-06","Primeras encuestas breves presenciales","ENCUESTA-BREVE-EVENTO-AGUAS-ABIERTAS-V003","Investigacion mercado","3 respuestas","","","0.00","0","0","DOCUMENTADO","Se registran dos nadadores y un entrenador; ubicacion, salida de zona segura y comodidad aparecen repetidamente; tambien se solicitan alerta de emergencia, seguimiento, confirmacion de salida del agua y analisis para coach",
"SS-PR-20260606-MKT-071","2026-06-06","Resumen primeras encuestas breves","RESUMEN-ENCUESTAS-BREVES-V001","Investigacion mercado","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se cuantifican las primeras tres respuestas: salida de zona segura e incomodidad aparecen en 3/3; ubicacion aproximada en 2/3; la muestra es exploratoria y no permite aun generalizar resultados",
"SS-PR-20260606-MKT-072","2026-06-06","Normalizacion encuesta digital","ENCUESTA-DIGITAL-RESPUESTAS-NORMALIZADAS-V001","Investigacion mercado","2 respuestas","","","0.00","0","0","DOCUMENTADO","Se normalizan dos respuestas digitales: ambas priorizan ubicación en tiempo real, aceptan pruebas y membresía; aparecen SOS manual, pérdida prolongada de señal, inmovilidad, Coach y expectativa mensual S/20-S/30",
"SS-PR-20260606-MKT-073","2026-06-06","Resumen consolidado encuestas","RESUMEN-ENCUESTAS-CONSOLIDADO-V001","Investigacion mercado","5 respuestas","","","0.00","0","0","DOCUMENTADO","Se consolidan señales comparables de cinco respuestas presenciales/digitales; ubicación/seguimiento aparece en 4/5, mientras geocerca e incomodidad aparecen en 3/3 formularios breves",
"SS-PR-20260606-MKT-074","2026-06-06","Validacion mensaje alerta temprana","POSICIONAMIENTO-ALERTA-TEMPRANA","Investigacion mercado","Observacion presencial","","","0.00","0","0","DOCUMENTADO","Durante conversaciones presenciales aumentaron la atencion y el interes al explicar que Save Swimmer se diferencia de relojes y trackers porque busca generar alerta temprana contextual ante una posible situacion de riesgo; se mantiene como objetivo en validacion",
"SS-PR-20260606-MKT-075","2026-06-06","Referencia competidor con SOS manual","REFERENCIA-RELOJ-EXTRANJERO","Investigacion mercado","Observacion presencial","","","0.00","0","0","DOCUMENTADO","Se observa un reloj disponible en Estados Unidos pero no operativo localmente cuya alerta es solo manual; valida interés por alerta automatica contextual y cobertura peruana, sujeto a control estricto de falsos positivos",
"SS-PR-20260606-SAF-076","2026-06-06","Criterios validacion alerta temprana","CRITERIOS-VALIDACION-ALERTA-TEMPRANA-V001","Seguridad producto","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se definen criterios mínimos para desarrollar alerta automatica contextual: persistencia, agua, movimiento/avance, escalamiento progresivo, cancelacion, falsos positivos/negativos, cobertura local y auditoria",
"SS-PR-20260606-SAF-077","2026-06-06","Caso referencia Triatlon Mazatlan 2026","CASOS-REFERENCIA-SEGURIDAD-ACUATICA-V001","Seguridad producto","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se registra como aprendizaje interno el fallecimiento de Julian Alejandro Fontes durante el segmento acuatico del Triatlon Mazatlan 2026; investigación legal en curso, sin atribuir culpabilidad ni afirmar que Save Swimmer hubiera evitado el desenlace",
"SS-PR-20260606-EVT-078","2026-06-06","Requisitos Events derivados de casos","REQUISITOS-SEGURIDAD-EVENTS-DERIVADOS-CASOS-V001","Producto/Events","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se formalizan requisitos Events de contabilizacion de ingreso/salida, pendientes, fuera de tiempo, ultima ubicación/señal, responsable de alertas, auditoría, redundancia y simulacros",
"SS-PR-20260606-SAF-079","2026-06-06","Fortalecimiento proposito trazabilidad","ESTADO-OPERATIVO-CONOCIDO","Seguridad producto","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","El caso Mazatlan se reencuadra como referencia para reducir periodos de estado desconocido: saber si el atleta sigue en agua, salio, se retiro o requiere verificacion; no se afirma salvamento ni prevención del desenlace",
"SS-PR-20260606-EVT-080","2026-06-06","Estado desconocido como incidente operativo","REQUISITOS-SEGURIDAD-EVENTS-DERIVADOS-CASOS-V001","Producto/Events","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se formaliza que una persona sin salida o retiro confirmado no puede suponerse segura; ESTADO_DESCONOCIDO activa verificacion inmediata basada en ultima evidencia y fortalece el proposito de Save Swimmer sin prometer rescate ni atribuir causalidad",
"SS-PR-20260606-MKT-081","2026-06-06","Observaciones espontaneas del publico en competencia","FEEDBACK-COMUNIDAD-AGUAS-ABIERTAS","Investigacion de campo","Observacion directa","","","0.00","0","0","DOCUMENTADO","Se registran tres incertidumbres expresadas espontaneamente por asistentes: posible gesto de ayuda, atleta detenido y salida hacia zona peligrosa; refuerzan identificacion, contexto, geocerca direccional y verificacion humana",
"SS-PR-20260606-ADM-082","2026-06-06","Cotizacion constitucion y asesoria contable","FORMALIZACION-SAC-RMT","Empresa/Administracion","Cotizacion recibida","","","900.00","0","0","DOCUMENTADO","Constitucion SAC de dos socios estimada en S/900 y 20 a 30 dias calendario; recomendacion inicial Regimen MYPE Tributario; servicio contable desde S/150 mensuales. Pendiente confirmar alcance, costos adicionales y diferenciar RMT de REMYPE",
"SS-PR-20260608-HW-083","2026-06-08","Requisitos de flotabilidad y autoenderezamiento","REQUISITOS-CARCASA-Y-FLOTABILIDAD-V001","Hardware/Seguridad","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se formaliza que Lite/Pro/Events deben flotar con margen y autorenderezarse con antena y LED sobre el agua; se distingue expresamente ubicacion del dispositivo de ubicacion confirmada del atleta",
"SS-PR-20260608-TST-084","2026-06-08","Protocolo señal inmersion y desprendimiento","PROTOCOLO-PRUEBA-SENAL-INMERSION-DESPRENDIMIENTO-V001","Pruebas/Comunicacion","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se diseña matriz para comparar nado frontal, espalda, flotacion vertical, dispositivo libre, inmersion controlada, cobertura debil y recuperacion; señal sola no confirma desprendimiento ni hundimiento",
"SS-PR-20260608-ARC-085","2026-06-08","Mapa colaborativo de confianza de comunicacion","REQUISITOS-MAPA-CONFIANZA-COMUNICACION-V001","Arquitectura/Backend","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","Se define una capa de mapa basada en transmisiones observadas, con confianza, antiguedad, muestras, anonimización y limites legales; no se denomina cobertura garantizada ni sustituye protocolos",
"SS-PR-20260608-RSC-086","2026-06-08","Investigacion cobertura movil sobre mar Peru","INVESTIGACION-COBERTURA-MOVIL-MAR-PERU-V001","Investigacion/Comunicacion","CSV/XLSX","","","0.00","0","0","DOCUMENTADO","No se identifica mapa publico validado para mar adentro; OSIPTEL permite priorizar candidatas terrestres, pero se exige campaña comparativa sobre agua antes de elegir operadora",
"SS-PR-20260615-V046-088","2026-06-15","Optimizacion descarga BLE y continuidad SD","SS-LITE-BLE-SD-V1-046","Bateria + MT3608 + INA219","MicroSD VCC 5V","SS/SM por sesion","autonoma v45","2026-06-15 13:56:21","3380.88","26615","2793548","IMPLEMENTADO","V045: descarga BLE de CSV crudo 2.79MB tardo 35 min; captura efectiva 78.72% por pausas SD. V046 elimina readback por lote, conserva CSV crudo, crea resumen SM cada 5s y app FIELD V0.3.35 descarga resumen rapido."
"SS-PR-20260615-GPS-089","2026-06-15","Integracion GPS firmware principal","SS-LITE-BLE-SD-V1-047","Bateria + MT3608 + INA219 + GPS","MicroSD VCC 5V","SS/SM por sesion","GPS_V047_TEST","","0.00","0","0","IMPLEMENTADO","GPS NEO-M9N confirmado por SS-GPS-TEST-V002 a 38400 baudios con fix quality 1, 12 satelites, HDOP 0.92, lat -12.120702 lon -77.014175. V047 agrega GPS al JSON, CSV crudo y resumen rapido."
"SS-PR-20260615-V048-090","2026-06-15","Correccion inicio sesion microSD","SS-LITE-BLE-SD-V1-048","Bateria + MT3608 + INA219 + GPS","MicroSD VCC 5V","SS/SM por sesion","V047 fallo inicio","","0.00","0","0","IMPLEMENTADO","Se corrige fallo SD_SESSION_REMOUNT_FAILED al iniciar sesion: V047 forzaba desmontar/remontar SD antes de abrir archivo. V048 usa primero el montaje SD ya validado al arranque y solo remonta como recuperacion con 3 intentos."
"SS-PR-20260615-V049-091","2026-06-15","Correccion cierre sesion microSD","SS-LITE-BLE-SD-V1-049","Bateria + MT3608 + INA219 + GPS","MicroSD VCC 5V","SS/SM por sesion","V048 cierre pendiente","","0.00","0","0","IMPLEMENTADO","Se corrige bloqueo al tocar detener/cerrar: V049 avisa SESSION:CLOSING, reintenta flush final CSV y resumen hasta 3 veces, y elimina validacion completa del CSV durante el cierre para evitar espera larga por BLE/app."
"SS-PR-20260615-V049-092","2026-06-15","Validacion cierre V049 con SS y SM","SS-LITE-BLE-SD-V1-049","Bateria + MT3608 + INA219 + GPS","MicroSD VCC 5V","SS000001.CSV + SM000001.CSV","v49","2026-06-15 18:49:32","32.60","250","37712","OK","V049 genera CSV crudo con #END_SESSION y resumen rapido con #END_SUMMARY. SS000001: 250 filas, 37.7KB, frecuencia efectiva 7.92Hz, GPS fix con 12 satelites. SM000001: 6 muestras cada ~5s, 1.27KB. Consumo observado 154.8-182.2mA, carga 4.904-4.952V."
"SS-PR-20260615-V050-093","2026-06-15","GPS por BLE para mapa en vivo","SS-LITE-BLE-SD-V1-050 + FIELD V0.3.36","Bateria + MT3608 + INA219 + GPS","MicroSD VCC 5V","Gateway BLE/datos moviles","V050_MAPA_BLE","","0.00","0","0","IMPLEMENTADO","V050 alterna paquetes BLE A: movimiento y G: GPS. Field Viewer V0.3.36 interpreta G:FIX,LAT,LON,SPEED_KMH,SATS,HDOP,AGE_MS y usa GPS del ESP como fuente principal para backend/mapa; GPS del telefono queda como respaldo."
"SS-PR-20260626-FIELD-094","2026-06-26","Lectura GPS visible en app Field Viewer","SS-LITE-BLE-SD-V1-050 + FIELD V0.3.37","Bateria + MT3608 + INA219 + GPS","MicroSD VCC 5V","FIELD_V0.3.37","GPS_PANEL","","0.00","0","0","IMPLEMENTADO","Field Viewer agrega bloque GPS del dispositivo: FIX/SIN FIX, lat/lon, velocidad, satelites, HDOP, edad del fix y fuente ESP/telefono. Mantiene GPS telefono como respaldo identificado."
"SS-PR-20260626-GPS-095","2026-06-26","Validacion GPS ESP en CSV","SS-LITE-BLE-SD-V1-050","Bateria + MT3608 + INA219 + GPS","MicroSD VCC 5V","SS000009 (1).CSV","prueba GPS 2","2026-06-26 15:04:34","123.69","1022","","OK","Sesion cierra con #END_SESSION. GPS obtiene fix a 101.44 s, 12 satelites, HDOP 0.92-0.97, coordenada final -12.120715,-77.014191. Energia promedio aproximada 4.974 V, 169 mA."
"SS-PR-20260627-GPS-096","2026-06-27","Sesion larga GPS/INA/SD","SS-LITE-BLE-SD-V1-050","Bateria + MT3608 + INA219 + GPS","MicroSD VCC 5V","SS000012.CSV","prueba gos","2026-06-27 10:22:25","770.61","6055","","OK_CON_FIX_TARDIO","Sesion 12m50s con #END_SESSION. Primer GPS FIX a 496.79 s; 1483 filas con FIX, 10 satelites max, HDOP mejor 1.34, desplazamiento directo aprox 202.5 m. Energia promedio 4.962 V, 165.1 mA, 820.6 mW."
"SS-PR-20260627-NGROK-097","2026-06-27","Prueba extrema consumo ngrok/requests","FIELD/COACH pre-optimizacion","Telefono A/B + backend + ngrok","N/A","captura_ngrok_requests","gateway_extremo","2026-06-27 10:24","0.00","20 requests/13s","","LIMITE_IDENTIFICADO","Ngrok/GORK queda sin cuota hasta 2026-07-01. Captura muestra aprox 1.5 requests/s por POST /api/telemetry + GET /api/devices + GET telemetry. Con 20k requests equivale aprox 3.7 h continuas; se usa como techo de prueba extrema."
"SS-PR-20260627-GATEWAY-098","2026-06-27","Optimizacion modo campo gateway","FIELD V0.3.38 OPT + COACH V0.1.15 OPT + backend /api/coach-live","Telefono A/B + backend + ngrok","N/A","APK_OPT","gateway_optimizado","","0.00","","","COMPILADO","Field Viewer reduce POST a cada 5 s. Coach Live reduce polling a 5 s y usa endpoint unico /api/coach-live. Backend PowerShell y Node agregan respuesta agrupada para bajar requests y consumo de datos."
"SS-PR-20260627-ARCH-099","2026-06-27","Arquitectura futura datos automaticos","ARQUITECTURA-DATOS-V001","N/A","N/A","SS-ARQUITECTURA-DATOS-TRANSMISION-INTERPRETACION-V001","producto_futuro","","0.00","","","DOCUMENTADO","Se define que CSV queda para pruebas/auditoria y que producto final debe usar paquetes estructurados compactos, backend interpretador, eventos y resumen contextual para apps Atleta/Coach/Familia."
"SS-PR-20260708-INTERP-100","2026-07-08","Ajuste interpretacion IMU unico y reportes atleta","REPORTE-ATLETA-V001","CSV SS000030-SS000033","N/A","generar_reporte_atleta_csv_v001.ps1","picos_utiles_lr","","0.00","","","DOCUMENTADO","Se corrige reporte para calcular rotacion dorsal desde LR centrado contra base y picos utiles por lado. Se documenta que MAG no es empuje directo sino energia contextual; empuje/continuidad debe cruzarse con GPS, rotacion, alineacion y ritmo. Se formaliza alcance de IMU unico y respiracion con posible freno."
"SS-PR-20260708-REAL-101","2026-07-08","Primeros datos reales simulacro nado tierra","SS-LITE-BLE-SD-V1-052","ESP32 + IMU + microSD + INA + GPS","MicroSD","SS000035/036/037/038","CLAUDIA P00/BASE/RD/RI","2026-07-08 19:55","117.08","797","","DOCUMENTADO","Primer lote real simulado en tierra. Nota: RD significa rolido derecho y no respiracion. P00 queda estable y sirve mejor como cero; BASE contiene movimiento bilateral. RD muestra LR positivo dominante y RI muestra LR negativo dominante. Se confirma utilidad de LR para diferenciar rolido derecho/izquierdo en montaje actual."
"SS-PR-20260708-VERTICAL-102","2026-07-08","Comparacion posicion vertical B00 vs P00","SS-LITE-BLE-SD-V1-052","ESP32 + IMU + microSD + INA + GPS","MicroSD","SS000034/SS000035","CLAUDIA B00/CLAUDIA P00","2026-07-08 19:53","34.01","254","","DOCUMENTADO","SS000034 concentra gravedad en UD promedio 9.45 y roll 0.19; SS000035 concentra gravedad en FB promedio 9.49, UD 0.73 y roll 85.63. No son la misma posicion vertical: B00 valida UD vertical y P00 valida posicion girada casi 90 grados. La app debe diferenciar base fisica de IMU antes de interpretar alineacion."
"SS-PR-20260709-IMU90-103","2026-07-09","Recalibracion experimental IMU girado 90 grados","SS-LITE-BLE-SD-V1-052","ESP32 + MPU6050 reubicado/girado + microSD + INA + GPS","MicroSD","SS000002/SS000003/SS000004/SS000005","imu a 90 elevacion der/izq/cabeza arriba/cabeza abajo","2026-07-09 09:34","93.19","929","","DOCUMENTADO","Con IMU girado 90 grados, rolido DER/IZQ se expresa principalmente en FB: derecha FB positivo, izquierda FB negativo. Cabeza/alineacion se expresa principalmente en LR: cabeza arriba LR negativo, cabeza abajo LR positivo. Se documenta como hipotesis experimental; no marcado como aprendido hasta repetir en agua."
"SS-PR-20260709-FWAPP-104","2026-07-09","Actualizacion firmware y apps por IMU girado 90 grados","SS-LITE-BLE-SD-V1-053 + ATHLETE V0.3.1 + FIELD V0.3.46","ESP32 + MPU6050 IMU90 + microSD + INA + GPS","MicroSD/BLE","FW_V053_APK_V013_V046","mapeo_imu90","2026-07-09 10:02","0.00","N/A","","COMPILADO","Firmware V053 agrega ROT=FB y ALIGN=-LR en Serial JSON y CSV, manteniendo LR/FB/UD/MAG crudos. Athlete V0.3.1 calcula lectura en vivo/CSV con ROT=FB y ALIGN=-LR. Field Viewer V0.3.46 ajusta graficos de laboratorio a FB/UD para rotacion y -LR/UD para alineacion. APKs compiladas correctamente."
"SS-PR-20260709-ATHLETE-GRAF-105","2026-07-09","Alineacion grafica Athlete con laboratorio","ATHLETE LIVE + CSV V0.3.2 / APK V014","Android Athlete + BLE/CSV","BLE/CSV","SaveSwimmer_Athlete_LiveCsv_V014.apk","graficos_lab_en_athlete","2026-07-09 10:42","0.00","N/A","","COMPILADO","Athlete corrige rotacion/alineacion para calcular grados igual que laboratorio: rotacion=atan2(FB,UD) contra base y alineacion=atan2(-LR,UD) contra base. Se amplian los graficos de tendencia a tres bandas tipo laboratorio: rotacion, alineacion e impulso MAG. Se conserva grafico de referencia visual como apoyo."
"SS-PR-20260711-DOC-106","2026-07-11","Actualizacion tecnica consolidada prototipo Lite","DOCUMENTO-TECNICO-PROTOTIPO-LITE-V002","Documentacion tecnica","MD","SS-DOCUMENTO-TECNICO-PROTOTIPO-LITE-V002-20260711.md","criterio_vigente_apps_firmware_costos","","0.00","N/A","","DOCUMENTADO","Se consolida el documento tecnico vivo con criterio vigente: aguas abiertas como uso principal, piscina solo calibracion interna, Family/contacto obligatorio, Coach opcional por permiso, firmware V054, apps nuevas Athlete V016 Family V003 Coach V018, lectura IMU ROT=FB ALIGN=-LR, datos compactos futuros, costos internos y pendientes criticos."
